Olesya
Nechkasova
c738f9e2789a61be0e64b5f0fd83a538
[23.4.2021 | 14:38:23] {"type":"cmd","data":"run"}
,[23.4.2021 | 14:38:35] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":7032,"gpioe":272,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:35] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":7032,"gpioe":272,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:36] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":7032,"gpioe":272,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:36] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":7032,"gpioe":272,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:36] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":7032,"gpioe":272,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:36] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":7032,"gpioe":272,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:36] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":7032,"gpioe":272,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:36] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":7032,"gpioe":272,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:36] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":7032,"gpioe":272,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:36] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":7032,"gpioe":272,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:36] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":7032,"gpioe":272,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:36] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":7032,"gpioe":272,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:37] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":7032,"gpioe":272,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:37] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":7032,"gpioe":1296,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:37] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":7032,"gpioe":1296,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:37] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":7032,"gpioe":1296,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:37] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":7032,"gpioe":1296,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:37] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":7032,"gpioe":1296,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:37] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1296,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:37] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1296,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:37] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1296,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:37] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1296,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:38] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1296,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:38] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1296,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:38] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1296,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:38] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1296,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:38] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1296,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:38] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1296,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:38] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1296,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:38] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1296,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:38] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1296,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:38] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1296,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:39] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1296,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:39] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1296,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:39] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:39] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:39] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:39] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:39] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:39] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:39] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:39] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:40] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:40] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:40] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:40] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:40] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:40] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:40] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:40] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:40] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:40] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:41] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:41] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:41] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:41] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:41] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:41] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:41] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:41] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:41] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:41] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:42] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:42] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:42] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:42] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:42] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:42] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:42] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":0,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:42] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":0,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:42] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":0,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:42] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":0,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:43] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":0,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:43] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":0,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:43] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":0,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:43] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":0,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:43] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":0,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:43] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":0,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:43] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":0,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:43] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":0,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:43] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":0,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:43] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":0,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:44] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":0,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:44] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:44] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:44] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:44] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:44] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:44] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:44] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:44] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:44] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:45] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:45] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:45] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:45] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:45] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:45] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":4104,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:45] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:45] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:45] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:45] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:46] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:46] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:46] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:46] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:46] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:46] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:46] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:46] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:46] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:46] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:47] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6168,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:47] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:47] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:47] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:47] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:47] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:47] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:47] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:47] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:47] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:48] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:48] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1040,"modeltime":0,"type":"gpio"}
,[23.4.2021 | 14:38:48] {"client-id":"175e4ea7-7057-4ac8-b011-24cdb33942eb","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":6712,"gpioe":1040,"modeltime":0,"type":"gpio"}
